estado,museo,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,clas_visitantes
Ciudad de México,Museo Nacional de Historia,545463.0,1003067.0,960979.0,1010099.0,1317697.0,1351951.0,1362886.0,1260619.0,1173015.0,1183785.0,1379047.0,1272534.0,1403647.0,1677915.0,1479382.0,2006072.0,1703992.0,2135465.0,2661615.0,2811646.0,Total Visitantes
Ciudad de México,Museo Nacional de Historia,501478.0,950231.0,928536.0,979266.0,1292267.0,1327186.0,1331889.0,1215022.0,1135627.0,1168339.0,1348234.0,1212995.0,1353597.0,1642701.0,1413223.0,1928436.0,1622573.0,2050800.0,2537181.0,2661374.0,    Visitantes Nacionales
Ciudad de México,Museo Nacional de Historia,43985.0,52836.0,32443.0,30833.0,25430.0,24765.0,30997.0,45597.0,37388.0,15446.0,30813.0,59539.0,50050.0,35214.0,66159.0,77636.0,81419.0,84665.0,124434.0,150272.0,    Visitantes Internacionales
Ciudad de México,Museo Nacional de las Culturas,290897.0,360322.0,345597.0,281504.0,251647.0,260997.0,194681.0,188675.0,198930.0,0.0,39774.0,183499.0,215637.0,219624.0,172708.0,262741.0,366735.0,369865.0,438913.0,567997.0,Total Visitantes
Ciudad de México,Museo Nacional de las Culturas,284985.0,357861.0,343020.0,279140.0,231089.0,235103.0,175212.0,183149.0,192164.0,0.0,37480.0,176820.0,214717.0,219624.0,172708.0,246307.0,339551.0,341675.0,407685.0,533558.0,    Visitantes Nacionales
Ciudad de México,Museo Nacional de las Culturas,5912.0,2461.0,2577.0,2364.0,20558.0,25894.0,19469.0,5526.0,6766.0,0.0,2294.0,6679.0,920.0,0.0,0.0,16434.0,27184.0,28190.0,31228.0,34439.0,    Visitantes Internacionales
Ciudad de México,Museo Nacional de las Intervenciones,111396.0,121325.0,123232.0,113898.0,110848.0,115264.0,113717.0,126204.0,115716.0,84688.0,103616.0,99328.0,107680.0,142397.0,128430.0,135820.0,138686.0,135675.0,141987.0,143343.0,Total Visitantes
Ciudad de México,Museo Nacional de las Intervenciones,110219.0,120632.0,122242.0,113172.0,110096.0,114610.0,112993.0,125821.0,115432.0,84524.0,103397.0,99171.0,107544.0,142165.0,128150.0,135412.0,138060.0,134652.0,140930.0,142221.0,    Visitantes Nacionales
Ciudad de México,Museo Nacional de las Intervenciones,1177.0,693.0,990.0,726.0,752.0,654.0,724.0,383.0,284.0,164.0,219.0,157.0,136.0,232.0,280.0,408.0,626.0,1023.0,1057.0,1122.0,    Visitantes Internacionales
Estado de México,Total Estado,440988.0,454194.0,450447.0,449132.0,531011.0,444683.0,404774.0,426806.0,416192.0,394078.0,377382.0,396646.0,532399.0,476967.0,426073.0,482061.0,490739.0,405006.0,364806.0,447985.0,Total Visitantes
Estado de México,Total Estado,419829.0,439969.0,433956.0,431577.0,510821.0,432984.0,394050.0,407090.0,402506.0,383635.0,364971.0,386248.0,499555.0,452368.0,415598.0,465592.0,459832.0,393518.0,350886.0,436522.0,    Visitantes Nacionales
Estado de México,Total Estado,21159.0,14225.0,16491.0,17555.0,20190.0,11699.0,10724.0,19716.0,13686.0,10443.0,12411.0,10398.0,32844.0,24599.0,10475.0,16469.0,30907.0,11488.0,13920.0,11463.0,    Visitantes Internacionales
Estado de México,Capilla Abierta de Tlalmanalco,1854.0,4878.0,4379.0,4328.0,9068.0,10448.0,5683.0,4432.0,2190.0,5181.0,3886.0,6673.0,12249.0,7647.0,9548.0,6052.0,6782.0,5862.0,5716.0,14461.0,Total Visitantes
Estado de México,Capilla Abierta de Tlalmanalco,1798.0,4878.0,4335.0,4202.0,9068.0,10444.0,5680.0,4425.0,2190.0,5097.0,3886.0,6663.0,12249.0,7620.0,9548.0,6041.0,6782.0,5862.0,5716.0,14461.0,    Visitantes Nacionales
Estado de México,Capilla Abierta de Tlalmanalco,56.0,0.0,44.0,126.0,0.0,4.0,3.0,7.0,0.0,84.0,0.0,10.0,0.0,27.0,0.0,11.0,0.0,0.0,0.0,0.0,    Visitantes Internacionales
Estado de México,Capilla Abierta del Templo de Calimaya,738.0,609.0,1304.0,1443.0,1387.0,2355.0,1964.0,2715.0,12910.0,2583.0,3579.0,4605.0,5150.0,2776.0,5760.0,7027.0,6247.0,9227.0,4091.0,8168.0,Total Visitantes
Estado de México,Capilla Abierta del Templo de Calimaya,738.0,609.0,1291.0,1424.0,1386.0,2354.0,1964.0,2698.0,12862.0,2579.0,3579.0,4601.0,5148.0,2773.0,5752.0,7015.0,6247.0,9220.0,4089.0,8164.0,    Visitantes Nacionales
Estado de México,Capilla Abierta del Templo de Calimaya,0.0,0.0,13.0,19.0,1.0,1.0,0.0,17.0,48.0,4.0,0.0,4.0,2.0,3.0,8.0,12.0,0.0,7.0,2.0,4.0,    Visitantes Internacionales
Estado de México,Centro Comunitario Ecatepec Casa de Morelos,35009.0,28335.0,27182.0,34127.0,39002.0,36352.0,36111.0,66908.0,56338.0,48276.0,27069.0,50258.0,50037.0,61055.0,37204.0,65191.0,65439.0,37492.0,13817.0,19702.0,Total Visitantes
Estado de México,Centro Comunitario Ecatepec Casa de Morelos,35009.0,28335.0,27182.0,34127.0,39002.0,36352.0,36111.0,66908.0,56338.0,48276.0,27069.0,50258.0,50037.0,61055.0,37204.0,65191.0,65439.0,37492.0,13817.0,19702.0,    Visitantes Nacionales
Estado de México,Centro Comunitario Ecatepec Casa de Morelos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,    Visitantes Internacionales
Estado de México,Ex-Convento de Oxtotipac,3558.0,3281.0,5302.0,2858.0,3567.0,2972.0,2764.0,3181.0,2296.0,1471.0,2305.0,4084.0,4253.0,6050.0,10998.0,12594.0,16654.0,12442.0,8914.0,12179.0,Total Visitantes
Estado de México,Ex-Convento de Oxtotipac,3404.0,3208.0,5161.0,2835.0,3462.0,2884.0,2615.0,3146.0,2296.0,1416.0,2268.0,4040.0,4228.0,6050.0,10998.0,12594.0,16654.0,12442.0,8914.0,12179.0,    Visitantes Nacionales
Estado de México,Ex-Convento de Oxtotipac,154.0,73.0,141.0,23.0,105.0,88.0,149.0,35.0,0.0,55.0,37.0,44.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,    Visitantes Internacionales
Estado de México,"Museo de los Murales Teotihuacanos ""Beatriz de la Fuente""",110920.0,0.0,27682.0,29847.0,28760.0,0.0,0.0,23127.0,14810.0,18174.0,16441.0,20779.0,159980.0,81668.0,20683.0,50783.0,47039.0,20185.0,25798.0,30587.0,Total Visitantes
Estado de México,"Museo de los Murales Teotihuacanos ""Beatriz de la Fuente""",104651.0,0.0,24387.0,25279.0,23638.0,0.0,0.0,18997.0,11633.0,14730.0,13036.0,17316.0,133509.0,64412.0,17567.0,42620.0,23609.0,15475.0,18910.0,23114.0,    Visitantes Nacionales
Estado de México,"Museo de los Murales Teotihuacanos ""Beatriz de la Fuente""",6269.0,0.0,3295.0,4568.0,5122.0,0.0,0.0,4130.0,3177.0,3444.0,3405.0,3463.0,26471.0,17256.0,3116.0,8163.0,23430.0,4710.0,6888.0,7473.0,    Visitantes Internacionales
Estado de México,Museo Nacional del Virreinato,230151.0,244144.0,209279.0,212569.0,276248.0,230508.0,222993.0,225742.0,225520.0,228006.0,249748.0,252325.0,231435.0,223527.0,249387.0,254214.0,281808.0,261457.0,255134.0,276665.0,Total Visitantes
Estado de México,Museo Nacional del Virreinato,215758.0,236131.0,201987.0,205330.0,267604.0,223556.0,216406.0,218048.0,219514.0,223544.0,245412.0,248724.0,227543.0,219780.0,245732.0,250064.0,276363.0,256181.0,249662.0,273547.0,    Visitantes Nacionales
Estado de México,Museo Nacional del Virreinato,14393.0,8013.0,7292.0,7239.0,8644.0,6952.0,6587.0,7694.0,6006.0,4462.0,4336.0,3601.0,3892.0,3747.0,3655.0,4150.0,5445.0,5276.0,5472.0,3118.0,    Visitantes Internacionales
Estado de México,Museo Prehistórico de Tepexpan,58758.0,49908.0,47454.0,41044.0,55090.0,44918.0,33709.0,20058.0,19570.0,21132.0,13637.0,15488.0,11892.0,13368.0,12630.0,17514.0,15055.0,13833.0,9754.0,5309.0,Total Visitantes
Estado de México,Museo Prehistórico de Tepexpan,58471.0,49726.0,47355.0,40884.0,54973.0,44815.0,33577.0,20054.0,19557.0,21109.0,13581.0,15441.0,11890.0,13353.0,12603.0,17487.0,15032.0,13824.0,9686.0,5309.0,    Visitantes Nacionales
Estado de México,Museo Prehistórico de Tepexpan,287.0,182.0,99.0,160.0,117.0,103.0,132.0,4.0,13.0,23.0,56.0,47.0,2.0,15.0,27.0,27.0,23.0,9.0,68.0,0.0,    Visitantes Internacionales
Estado de México,Museo Virreinal de Acolman,0.0,123039.0,127865.0,122916.0,117889.0,117130.0,101550.0,80643.0,82558.0,69255.0,60717.0,42434.0,57403.0,80876.0,79863.0,68686.0,51715.0,44508.0,41582.0,80914.0,Total Visitantes
Estado de México,Museo Virreinal de Acolman,0.0,117082.0,122258.0,117496.0,111688.0,112579.0,97697.0,72814.0,78116.0,66884.0,56140.0,39205.0,54951.0,77325.0,76194.0,64580.0,49706.0,43022.0,40092.0,80046.0,    Visitantes Nacionales
Estado de México,Museo Virreinal de Acolman,0.0,5957.0,5607.0,5420.0,6201.0,4551.0,3853.0,7829.0,4442.0,2371.0,4577.0,3229.0,2452.0,3551.0,3669.0,4106.0,2009.0,1486.0,1490.0,868.0,    Visitantes Internacionales
Guanajuato,Total Estado,415390.0,388756.0,454261.0,413058.0,352961.0,425354.0,411317.0,384128.0,272267.0,327618.0,458431.0,406019.0,428413.0,444666.0,442998.0,493504.0,554941.0,567535.0,557436.0,472583.0,Total Visitantes
Guanajuato,Total Estado,400487.0,376639.0,440716.0,399573.0,339558.0,409289.0,395218.0,374312.0,264979.0,318021.0,448713.0,396360.0,417362.0,430952.0,429681.0,480115.0,539961.0,549015.0,536741.0,451447.0,    Visitantes Nacionales
Guanajuato,Total Estado,14903.0,12117.0,13545.0,13485.0,13403.0,16065.0,16099.0,9816.0,7288.0,9597.0,9718.0,9659.0,11051.0,13714.0,13317.0,13389.0,14980.0,18520.0,20695.0,21136.0,    Visitantes Internacionales
Guanajuato,Casa de Hidalgo,85815.0,80631.0,81802.0,82974.0,79574.0,83954.0,81656.0,82753.0,76059.0,79592.0,113534.0,85850.0,74917.0,80113.0,83970.0,92434.0,101734.0,101932.0,101031.0,78951.0,Total Visitantes
Guanajuato,Casa de Hidalgo,84603.0,79494.0,80471.0,82075.0,78482.0,82736.0,79564.0,81330.0,74846.0,78449.0,112686.0,84988.0,73816.0,79002.0,82542.0,91136.0,100451.0,99781.0,98451.0,76602.0,    Visitantes Nacionales
Guanajuato,Casa de Hidalgo,1212.0,1137.0,1331.0,899.0,1092.0,1218.0,2092.0,1423.0,1213.0,1143.0,848.0,862.0,1101.0,1111.0,1428.0,1298.0,1283.0,2151.0,2580.0,2349.0,    Visitantes Internacionales
Guanajuato,Ex-Convento Agustino de Fray Juan de Sahagún,3326.0,2414.0,3644.0,3445.0,3715.0,3889.0,4498.0,35.0,1973.0,3566.0,4860.0,2595.0,9456.0,7987.0,6667.0,8706.0,5972.0,5359.0,4677.0,4058.0,Total Visitantes
Guanajuato,Ex-Convento Agustino de Fray Juan de Sahagún,3108.0,2390.0,3590.0,3415.0,3692.0,3828.0,4391.0,35.0,1962.0,3547.0,4850.0,2595.0,9443.0,7897.0,6610.0,8659.0,5948.0,5347.0,4677.0,4058.0,    Visitantes Nacionales
Guanajuato,Ex-Convento Agustino de Fray Juan de Sahagún,218.0,24.0,54.0,30.0,23.0,61.0,107.0,0.0,11.0,19.0,10.0,0.0,13.0,90.0,57.0,47.0,24.0,12.0,0.0,0.0,    Visitantes Internacionales
Guanajuato,"Museo Casa de Hidalgo ""La Francia Chiquita""",6174.0,5603.0,5691.0,7226.0,3661.0,7052.0,6986.0,5423.0,0.0,390.0,442.0,5384.0,4903.0,4986.0,4004.0,4109.0,4242.0,4537.0,3553.0,3749.0,Total Visitantes
Guanajuato,"Museo Casa de Hidalgo ""La Francia Chiquita""",6108.0,5562.0,5633.0,7181.0,3636.0,6924.0,6823.0,5316.0,0.0,390.0,442.0,5363.0,4839.0,4882.0,3902.0,3961.0,4091.0,4390.0,3450.0,3674.0,    Visitantes Nacionales
Guanajuato,"Museo Casa de Hidalgo ""La Francia Chiquita""",66.0,41.0,58.0,45.0,25.0,128.0,163.0,107.0,0.0,0.0,0.0,21.0,64.0,104.0,102.0,148.0,151.0,147.0,103.0,75.0,    Visitantes Internacionales
Guanajuato,Museo Casa del Dr. José María Luis Mora,5454.0,5588.0,7090.0,7223.0,4916.0,8888.0,9211.0,11235.0,8711.0,13646.0,14396.0,23266.0,23920.0,16806.0,24174.0,24551.0,29051.0,27550.0,26441.0,19025.0,Total Visitantes
Guanajuato,Museo Casa del Dr. José María Luis Mora,5144.0,5588.0,7090.0,7223.0,4916.0,8818.0,9135.0,11233.0,8711.0,13646.0,14396.0,23266.0,23920.0,16806.0,24174.0,24551.0,29051.0,27550.0,26441.0,19025.0,    Visitantes Nacionales
Guanajuato,Museo Casa del Dr. José María Luis Mora,310.0,0.0,0.0,0.0,0.0,70.0,76.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,    Visitantes Internacionales
Guanajuato,Museo Ex Convento Agustino de San Pablo,9937.0,9296.0,11457.0,10794.0,10534.0,11640.0,12744.0,12698.0,9441.0,10153.0,11069.0,11005.0,10204.0,8740.0,12481.0,14710.0,22786.0,24885.0,23202.0,16429.0,Total Visitantes
Guanajuato,Museo Ex Convento Agustino de San Pablo,9343.0,8817.0,10812.0,10339.0,9867.0,11233.0,12047.0,12523.0,9206.0,10019.0,10802.0,10885.0,10172.0,8688.0,12459.0,14636.0,22114.0,24014.0,22670.0,16025.0,    Visitantes Nacionales
Guanajuato,Museo Ex Convento Agustino de San Pablo,594.0,479.0,645.0,455.0,667.0,407.0,697.0,175.0,235.0,134.0,267.0,120.0,32.0,52.0,22.0,74.0,672.0,871.0,532.0,404.0,    Visitantes Internacionales
Guanajuato,Museo Histórico de San Miguel de Allende,44216.0,44384.0,50445.0,51510.0,57273.0,47967.0,49529.0,49526.0,0.0,58435.0,109751.0,99912.0,101784.0,104182.0,95657.0,103938.0,111464.0,133020.0,131094.0,121273.0,Total Visitantes
Guanajuato,Museo Histórico de San Miguel de Allende,42255.0,42307.0,47941.0,46663.0,50052.0,40947.0,43558.0,47627.0,0.0,55893.0,105822.0,96111.0,97035.0,97690.0,90495.0,99962.0,108913.0,128408.0,125624.0,116476.0,    Visitantes Nacionales
Guanajuato,Museo Histórico de San Miguel de Allende,1961.0,2077.0,2504.0,4847.0,7221.0,7020.0,5971.0,1899.0,0.0,2542.0,3929.0,3801.0,4749.0,6492.0,5162.0,3976.0,2551.0,4612.0,5470.0,4797.0,    Visitantes Internacionales
Guanajuato,Museo Local de Valle de Santiago,7694.0,8047.0,7589.0,7090.0,6918.0,8531.0,7797.0,12025.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Total Visitantes
Guanajuato,Museo Local de Valle de Santiago,7661.0,7988.0,7499.0,7005.0,6806.0,8379.0,7596.0,11511.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,    Visitantes Nacionales
Guanajuato,Museo Local de Valle de Santiago,33.0,59.0,90.0,85.0,112.0,152.0,201.0,514.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,    Visitantes Internacionales
Guanajuato,Museo Regional de Guanajuato Alhóndiga de Granaditas,252774.0,232793.0,286543.0,242796.0,186370.0,253433.0,238896.0,210433.0,176083.0,161836.0,204379.0,178007.0,203229.0,221852.0,216045.0,245056.0,279692.0,270252.0,267438.0,229098.0,Total Visitantes
Guanajuato,Museo Regional de Guanajuato Alhóndiga de Granaditas,242265.0,224493.0,277680.0,235672.0,182107.0,246424.0,232104.0,204737.0,170254.0,156077.0,199715.0,173152.0,198137.0,215987.0,209499.0,237210.0,269393.0,259525.0,255428.0,215587.0,    Visitantes Nacionales
Guanajuato,Museo Regional de Guanajuato Alhóndiga de Granaditas,10509.0,8300.0,8863.0,7124.0,4263.0,7009.0,6792.0,5696.0,5829.0,5759.0,4664.0,4855.0,5092.0,5865.0,6546.0,7846.0,10299.0,10727.0,12010.0,13511.0,    Visitantes Internacionales
Guerrero,Total Estado,74016.0,82290.0,120129.0,151619.0,163273.0,153365.0,167168.0,210783.0,191099.0,195561.0,193301.0,159298.0,102377.0,85155.0,133208.0,109738.0,101675.0,145669.0,138473.0,137000.0,Total Visitantes
Guerrero,Total Estado,68541.0,72822.0,103472.0,127368.0,138838.0,126706.0,129749.0,194652.0,178182.0,186352.0,182096.0,150026.0,99699.0,81821.0,128875.0,104308.0,94441.0,134938.0,130427.0,127252.0,    Visitantes Nacionales
Guerrero,Total Estado,5475.0,9468.0,16657.0,24251.0,24435.0,26659.0,37419.0,16131.0,12917.0,9209.0,11205.0,9272.0,2678.0,3334.0,4333.0,5430.0,7234.0,10731.0,8046.0,9748.0,    Visitantes Internacionales
Guerrero,Museo Guillermo Spratling,10214.0,14273.0,11526.0,10043.0,11106.0,9647.0,12264.0,15139.0,25040.0,18722.0,16205.0,16417.0,14596.0,14696.0,15896.0,15989.0,18004.0,16551.0,18099.0,19059.0,Total Visitantes
Guerrero,Museo Guillermo Spratling,8189.0,12023.0,9589.0,8096.0,9122.0,7955.0,9207.0,13236.0,23748.0,17837.0,15163.0,15085.0,13422.0,12367.0,13445.0,13275.0,15082.0,13881.0,15725.0,16435.0,    Visitantes Nacionales
Guerrero,Museo Guillermo Spratling,2025.0,2250.0,1937.0,1947.0,1984.0,1692.0,3057.0,1903.0,1292.0,885.0,1042.0,1332.0,1174.0,2329.0,2451.0,2714.0,2922.0,2670.0,2374.0,2624.0,    Visitantes Internacionales
Guerrero,"Museo Histórico de Acapulco, Fuerte de San Diego",8223.0,32305.0,60190.0,83799.0,87945.0,86672.0,87269.0,82069.0,69817.0,90529.0,107517.0,88038.0,87781.0,70459.0,117312.0,93749.0,83301.0,82118.0,69612.0,65153.0,Total Visitantes
Guerrero,"Museo Histórico de Acapulco, Fuerte de San Diego",5129.0,25212.0,45652.0,61749.0,65610.0,61897.0,53167.0,68041.0,58434.0,82338.0,97429.0,81226.0,86277.0,69454.0,115430.0,91033.0,79004.0,74402.0,64082.0,58397.0,    Visitantes Nacionales
Guerrero,"Museo Histórico de Acapulco, Fuerte de San Diego",3094.0,7093.0,14538.0,22050.0,22335.0,24775.0,34102.0,14028.0,11383.0,8191.0,10088.0,6812.0,1504.0,1005.0,1882.0,2716.0,4297.0,7716.0,5530.0,6756.0,    Visitantes Internacionales
Guerrero,Museo Regional de Guerrero,55579.0,35712.0,48413.0,57777.0,64222.0,57046.0,67635.0,113575.0,96242.0,86310.0,69579.0,54843.0,0.0,0.0,0.0,0.0,370.0,47000.0,50762.0,52788.0,Total Visitantes
Guerrero,Museo Regional de Guerrero,55223.0,35587.0,48231.0,57523.0,64106.0,56854.0,67375.0,113375.0,96000.0,86177.0,69504.0,53715.0,0.0,0.0,0.0,0.0,355.0,46655.0,50620.0,52420.0,    Visitantes Nacionales
Guerrero,Museo Regional de Guerrero,356.0,125.0,182.0,254.0,116.0,192.0,260.0,200.0,242.0,133.0,75.0,1128.0,0.0,0.0,0.0,0.0,15.0,345.0,142.0,368.0,    Visitantes Internacionales
Hidalgo,Total Estado,62754.0,59128.0,90649.0,92441.0,80095.0,71370.0,83849.0,91708.0,92412.0,109772.0,89620.0,85958.0,74165.0,86648.0,84789.0,79343.0,91798.0,82605.0,91514.0,86667.0,Total Visitantes
Hidalgo,Total Estado,60827.0,57886.0,88195.0,89576.0,79420.0,69745.0,82739.0,90834.0,91134.0,108515.0,88191.0,84938.0,73521.0,85946.0,81468.0,77995.0,90197.0,81309.0,90084.0,85477.0,    Visitantes Nacionales
Hidalgo,Total Estado,1927.0,1242.0,2454.0,2865.0,675.0,1625.0,1110.0,874.0,1278.0,1257.0,1429.0,1020.0,644.0,702.0,3321.0,1348.0,1601.0,1296.0,1430.0,1190.0,    Visitantes Internacionales
Hidalgo,Ex - convento de San Andrés Epazoyucan,4899.0,5010.0,8782.0,12023.0,14999.0,15176.0,20190.0,22668.0,25371.0,45261.0,24786.0,20864.0,16151.0,18318.0,18376.0,17990.0,20161.0,18447.0,22340.0,15249.0,Total Visitantes
Hidalgo,Ex - convento de San Andrés Epazoyucan,4474.0,4944.0,8619.0,11841.0,14831.0,15000.0,19958.0,22619.0,25326.0,45205.0,24705.0,20826.0,16121.0,18297.0,18355.0,17984.0,20118.0,18439.0,22319.0,15220.0,    Visitantes Nacionales
Hidalgo,Ex - convento de San Andrés Epazoyucan,425.0,66.0,163.0,182.0,168.0,176.0,232.0,49.0,45.0,56.0,81.0,38.0,30.0,21.0,21.0,6.0,43.0,8.0,21.0,29.0,    Visitantes Internacionales
Hidalgo,"Ex - convento de San Miguel Arcángel, Ixmiquilpan",10325.0,10819.0,3663.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Total Visitantes
Hidalgo,"Ex - convento de San Miguel Arcángel, Ixmiquilpan",10176.0,10454.0,3642.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,    Visitantes Nacionales
Hidalgo,"Ex - convento de San Miguel Arcángel, Ixmiquilpan",149.0,365.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,    Visitantes Internacionales
Hidalgo,Museo de Actopan,16277.0,15902.0,17090.0,18299.0,18745.0,19183.0,22091.0,20805.0,19935.0,18217.0,19795.0,21948.0,17919.0,16217.0,18527.0,17590.0,18846.0,20223.0,21844.0,22569.0,Total Visitantes
Hidalgo,Museo de Actopan,15590.0,15852.0,17032.0,18264.0,18745.0,19180.0,21945.0,20672.0,19767.0,18107.0,19630.0,21840.0,17829.0,16078.0,16595.0,17537.0,18744.0,20139.0,21792.0,22446.0,    Visitantes Nacionales
Hidalgo,Museo de Actopan,687.0,50.0,58.0,35.0,0.0,3.0,146.0,133.0,168.0,110.0,165.0,108.0,90.0,139.0,1932.0,53.0,102.0,84.0,52.0,123.0,    Visitantes Internacionales
Hidalgo,Museo de la Fotografía,31253.0,27397.0,44409.0,47437.0,32570.0,24153.0,26258.0,30164.0,29314.0,27429.0,27749.0,27407.0,22972.0,35142.0,30607.0,29043.0,33224.0,31381.0,32964.0,33585.0,Total Visitantes
Hidalgo,Museo de la Fotografía,30587.0,26636.0,42333.0,45432.0,32119.0,22790.0,25693.0,29601.0,28437.0,26888.0,27253.0,26972.0,22577.0,34733.0,29810.0,28246.0,32481.0,30693.0,32137.0,32932.0,    Visitantes Nacionales
Hidalgo,Museo de la Fotografía,666.0,761.0,2076.0,2005.0,451.0,1363.0,565.0,563.0,877.0,541.0,496.0,435.0,395.0,409.0,797.0,797.0,743.0,688.0,827.0,653.0,    Visitantes Internacionales
Hidalgo,Museo Regional de Hidalgo,0.0,0.0,0.0,0.0,0.0,24153.0,0.0,3660.0,463.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Total Visitantes
Hidalgo,Museo Regional de Hidalgo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3623.0,460.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,    Visitantes Nacionales
Hidalgo,Museo Regional de Hidalgo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,    Visitantes Internacionales
Hidalgo,Museo Tepeapulco,0.0,0.0,16705.0,14682.0,13781.0,12858.0,15310.0,14411.0,17329.0,18865.0,17290.0,15739.0,17123.0,16971.0,17279.0,14720.0,19567.0,12554.0,14366.0,15264.0,Total Visitantes
Hidalgo,Museo Tepeapulco,0.0,0.0,16569.0,14039.0,13725.0,12775.0,15143.0,14319.0,17144.0,18315.0,16603.0,15300.0,16994.0,16838.0,16708.0,14228.0,18854.0,12038.0,13836.0,14879.0,    Visitantes Nacionales
Hidalgo,Museo Tepeapulco,0.0,0.0,136.0,643.0,56.0,83.0,167.0,92.0,185.0,550.0,687.0,439.0,129.0,133.0,571.0,492.0,713.0,516.0,530.0,385.0,    Visitantes Internacionales
Jalisco,Total Estado,125326.0,131518.0,168640.0,217401.0,238288.0,266801.0,286140.0,349281.0,260502.0,187593.0,242196.0,217004.0,207339.0,211087.0,198333.0,174766.0,178839.0,198452.0,188950.0,152592.0,Total Visitantes
Jalisco,Total Estado,99207.0,98960.0,140771.0,200429.0,224544.0,230215.0,245245.0,294209.0,211674.0,166961.0,223378.0,195657.0,186509.0,198381.0,184049.0,165392.0,172915.0,195508.0,181810.0,141920.0,    Visitantes Nacionales
Jalisco,Total Estado,26119.0,32558.0,27869.0,16972.0,13744.0,36586.0,40895.0,55072.0,48828.0,20632.0,18818.0,21347.0,20830.0,12706.0,14284.0,9374.0,5924.0,2944.0,7140.0,10672.0,    Visitantes Internacionales
Jalisco,"Museo ""Casa Agustín Rivera""",6560.0,5801.0,6787.0,7278.0,6449.0,5499.0,4732.0,4164.0,5483.0,7390.0,8024.0,5510.0,6462.0,3498.0,6544.0,6913.0,10815.0,9347.0,12147.0,10019.0,Total Visitantes
