estado,museo,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,clas_visitantes
Puebla,Ex-Convento Franciscano de Tecalli,231.0,153.0,2.0,151.0,158.0,90.0,112.0,644.0,939.0,1072.0,2438.0,2566.0,896.0,1448.0,1357.0,478.0,563.0,561.0,419.0,474.0,    Visitantes Internacionales
Puebla,Fuerte de Guadalupe,48101.0,45600.0,59340.0,68830.0,81317.0,79345.0,99893.0,70749.0,80258.0,72230.0,60266.0,60256.0,44999.0,129073.0,112295.0,107989.0,92655.0,64795.0,50060.0,59355.0,Total Visitantes
Puebla,Fuerte de Guadalupe,47204.0,45130.0,58655.0,68017.0,80662.0,78465.0,98215.0,69726.0,78443.0,70995.0,58650.0,58802.0,37505.0,128644.0,111730.0,107363.0,91910.0,63967.0,49217.0,58663.0,    Visitantes Nacionales
Puebla,Fuerte de Guadalupe,897.0,470.0,685.0,813.0,655.0,880.0,1678.0,1023.0,1815.0,1235.0,1616.0,1454.0,7494.0,429.0,565.0,626.0,745.0,828.0,843.0,692.0,    Visitantes Internacionales
Puebla,Museo de Arte Religioso de Santa Mónica,53009.0,50454.0,59465.0,47643.0,33734.0,37170.0,29333.0,16588.0,21333.0,21623.0,0.0,973.0,40792.0,62180.0,61609.0,54250.0,40499.0,25758.0,22042.0,24255.0,Total Visitantes
Puebla,Museo de Arte Religioso de Santa Mónica,45478.0,45361.0,53453.0,43317.0,30292.0,32065.0,27215.0,15549.0,20620.0,21416.0,0.0,951.0,38756.0,61729.0,60654.0,51124.0,39524.0,24966.0,20776.0,23681.0,    Visitantes Nacionales
Puebla,Museo de Arte Religioso de Santa Mónica,7531.0,5093.0,6012.0,4326.0,3442.0,5105.0,2118.0,1039.0,713.0,207.0,0.0,22.0,2036.0,451.0,955.0,3126.0,975.0,792.0,1266.0,574.0,    Visitantes Internacionales
Puebla,Museo de la Evangelización,24733.0,25506.0,22180.0,25651.0,24707.0,25011.0,28363.0,26616.0,26187.0,29153.0,24454.0,31988.0,33793.0,53623.0,55025.0,61883.0,37159.0,23465.0,22101.0,23680.0,Total Visitantes
Puebla,Museo de la Evangelización,24376.0,25111.0,21584.0,25021.0,24240.0,24613.0,27871.0,25908.0,25614.0,28905.0,24157.0,31639.0,33443.0,52656.0,53877.0,60617.0,35971.0,22380.0,21151.0,22945.0,    Visitantes Nacionales
Puebla,Museo de la Evangelización,357.0,395.0,596.0,630.0,467.0,398.0,492.0,708.0,573.0,248.0,297.0,349.0,350.0,967.0,1148.0,1266.0,1188.0,1085.0,950.0,735.0,    Visitantes Internacionales
Puebla,Museo de la No Intervención Fuerte de Loreto,99943.0,106375.0,108462.0,109323.0,76971.0,76678.0,91669.0,85934.0,59711.0,47210.0,54163.0,59204.0,70269.0,191764.0,152301.0,172302.0,143533.0,99916.0,81271.0,82779.0,Total Visitantes
Puebla,Museo de la No Intervención Fuerte de Loreto,93211.0,106375.0,106082.0,103344.0,74690.0,74367.0,85513.0,84933.0,59113.0,46946.0,54007.0,59043.0,70099.0,191089.0,151809.0,171613.0,142264.0,98329.0,79943.0,80751.0,    Visitantes Nacionales
Puebla,Museo de la No Intervención Fuerte de Loreto,6732.0,0.0,2380.0,5979.0,2281.0,2311.0,6156.0,1001.0,598.0,264.0,156.0,161.0,170.0,675.0,492.0,689.0,1269.0,1587.0,1328.0,2028.0,    Visitantes Internacionales
Puebla,Museo del Valle de Tehuacán,0.0,0.0,0.0,10166.0,7694.0,9089.0,5643.0,7555.0,12410.0,8766.0,15552.0,16414.0,19336.0,49575.0,39581.0,28951.0,18035.0,7635.0,10153.0,15044.0,Total Visitantes
Puebla,Museo del Valle de Tehuacán,0.0,0.0,0.0,10077.0,7632.0,9031.0,5602.0,7552.0,12360.0,8739.0,15503.0,16300.0,19237.0,49494.0,39472.0,28848.0,18005.0,7576.0,10123.0,15025.0,    Visitantes Nacionales
Puebla,Museo del Valle de Tehuacán,0.0,0.0,0.0,89.0,62.0,58.0,41.0,3.0,50.0,27.0,49.0,114.0,99.0,81.0,109.0,103.0,30.0,59.0,30.0,19.0,    Visitantes Internacionales
Puebla,Museo Regional de Puebla,79242.0,85038.0,66912.0,80565.0,79302.0,38273.0,33057.0,40657.0,35299.0,40644.0,31503.0,32500.0,36398.0,81101.0,86933.0,88957.0,89045.0,35320.0,35734.0,26032.0,Total Visitantes
Puebla,Museo Regional de Puebla,79021.0,84767.0,66573.0,80253.0,78836.0,37938.0,32519.0,40205.0,35189.0,40469.0,31337.0,32381.0,36363.0,80889.0,86514.0,88427.0,88510.0,34861.0,35306.0,25758.0,    Visitantes Nacionales
Puebla,Museo Regional de Puebla,221.0,271.0,339.0,312.0,466.0,335.0,538.0,452.0,110.0,175.0,166.0,119.0,35.0,212.0,419.0,530.0,535.0,459.0,428.0,274.0,    Visitantes Internacionales
Puebla,Museo de Tehuacán El Viejo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87009.0,34232.0,38911.0,Total Visitantes
Puebla,Museo de Tehuacán El Viejo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86837.0,33700.0,38003.0,    Visitantes Nacionales
Puebla,Museo de Tehuacán El Viejo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0,532.0,908.0,    Visitantes Internacionales
Puebla,Museo de Teteles del Santo Nombre,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27012.0,14610.0,14645.0,Total Visitantes
Puebla,Museo de Teteles del Santo Nombre,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26940.0,14325.0,14528.0,    Visitantes Nacionales
Puebla,Museo de Teteles del Santo Nombre,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,285.0,117.0,    Visitantes Internacionales
Querétaro,Total Estado,100209.0,109177.0,99341.0,131215.0,155799.0,157631.0,112221.0,97335.0,103452.0,108937.0,122929.0,110347.0,111167.0,130680.0,143715.0,108754.0,95400.0,99457.0,97295.0,97088.0,Total Visitantes
Querétaro,Total Estado,94424.0,103694.0,93155.0,125374.0,149208.0,150830.0,106815.0,93034.0,99451.0,105567.0,120091.0,108001.0,109507.0,129093.0,141989.0,106805.0,92800.0,96450.0,94502.0,93886.0,    Visitantes Nacionales
Querétaro,Total Estado,5785.0,5483.0,6186.0,5841.0,6591.0,6801.0,5406.0,4301.0,4001.0,3370.0,2838.0,2346.0,1660.0,1587.0,1726.0,1949.0,2600.0,3007.0,2793.0,3202.0,    Visitantes Internacionales
Querétaro,Museo Regional de Querétaro,100209.0,109177.0,99341.0,131215.0,155799.0,157631.0,112221.0,97335.0,103452.0,108937.0,122929.0,110347.0,111167.0,130680.0,143715.0,108754.0,95400.0,99457.0,97295.0,97088.0,Total Visitantes
Querétaro,Museo Regional de Querétaro,94424.0,103694.0,93155.0,125374.0,149208.0,150830.0,106815.0,93034.0,99451.0,105567.0,120091.0,108001.0,109507.0,129093.0,141989.0,106805.0,92800.0,96450.0,94502.0,93886.0,    Visitantes Nacionales
Querétaro,Museo Regional de Querétaro,5785.0,5483.0,6186.0,5841.0,6591.0,6801.0,5406.0,4301.0,4001.0,3370.0,2838.0,2346.0,1660.0,1587.0,1726.0,1949.0,2600.0,3007.0,2793.0,3202.0,    Visitantes Internacionales
Quintana Roo,Total Estado,13146.0,7298.0,9252.0,9109.0,6090.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31584.0,107553.0,82491.0,78292.0,67768.0,53079.0,72302.0,88867.0,Total Visitantes
Quintana Roo,Total Estado,9639.0,4016.0,6233.0,7080.0,3155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25794.0,78095.0,55646.0,49934.0,43018.0,30409.0,38872.0,42129.0,    Visitantes Nacionales
Quintana Roo,Total Estado,3507.0,3282.0,3019.0,2029.0,2935.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5790.0,29458.0,26845.0,28358.0,24750.0,22670.0,33430.0,46738.0,    Visitantes Internacionales
Quintana Roo,Museo Maya de Cancún con Z. A,13146.0,7298.0,9252.0,9109.0,6090.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31584.0,107553.0,82491.0,78292.0,67768.0,53079.0,72302.0,88867.0,Total Visitantes
Quintana Roo,Museo Maya de Cancún con Z. A,9639.0,4016.0,6233.0,7080.0,3155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25794.0,78095.0,55646.0,49934.0,43018.0,30409.0,38872.0,42129.0,    Visitantes Nacionales
Quintana Roo,Museo Maya de Cancún con Z. A,3507.0,3282.0,3019.0,2029.0,2935.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5790.0,29458.0,26845.0,28358.0,24750.0,22670.0,33430.0,46738.0,    Visitantes Internacionales
San Luis Potosí,Total Estado,42199.0,31902.0,32669.0,40011.0,36129.0,40986.0,38201.0,37419.0,43419.0,56313.0,35387.0,28962.0,30948.0,26207.0,31931.0,29775.0,38533.0,37266.0,29737.0,27388.0,Total Visitantes
San Luis Potosí,Total Estado,40966.0,31081.0,31660.0,38922.0,34933.0,39413.0,36786.0,37061.0,42953.0,55530.0,35361.0,28943.0,30871.0,26206.0,31931.0,29579.0,38090.0,36580.0,28801.0,26174.0,    Visitantes Nacionales
San Luis Potosí,Total Estado,1233.0,821.0,1009.0,1089.0,1196.0,1573.0,1415.0,358.0,466.0,783.0,26.0,19.0,77.0,1.0,0.0,196.0,443.0,686.0,936.0,1214.0,    Visitantes Internacionales
San Luis Potosí,Museo Regional Potosino,42199.0,31902.0,32669.0,40011.0,36129.0,40986.0,38201.0,37419.0,43419.0,56313.0,35387.0,28962.0,30948.0,26207.0,31931.0,29775.0,38533.0,37266.0,29737.0,27388.0,Total Visitantes
San Luis Potosí,Museo Regional Potosino,40966.0,31081.0,31660.0,38922.0,34933.0,39413.0,36786.0,37061.0,42953.0,55530.0,35361.0,28943.0,30871.0,26206.0,31931.0,29579.0,38090.0,36580.0,28801.0,26174.0,    Visitantes Nacionales
San Luis Potosí,Museo Regional Potosino,1233.0,821.0,1009.0,1089.0,1196.0,1573.0,1415.0,358.0,466.0,783.0,26.0,19.0,77.0,1.0,0.0,196.0,443.0,686.0,936.0,1214.0,    Visitantes Internacionales
Sinaloa,Total Estado,0.0,0.0,12901.0,8762.0,7864.0,4255.0,10977.0,5080.0,7235.0,4570.0,6747.0,4545.0,4911.0,6200.0,5978.0,7433.0,6926.0,6884.0,8635.0,21694.0,Total Visitantes
Sinaloa,Total Estado,0.0,0.0,4806.0,6021.0,7453.0,3492.0,8025.0,4322.0,6173.0,3439.0,4786.0,3719.0,4185.0,5592.0,5372.0,6535.0,6218.0,5957.0,7864.0,20508.0,    Visitantes Nacionales
Sinaloa,Total Estado,0.0,0.0,8095.0,2741.0,411.0,763.0,2952.0,758.0,1062.0,1131.0,1961.0,826.0,726.0,608.0,606.0,898.0,708.0,927.0,771.0,1186.0,    Visitantes Internacionales
Sinaloa,Museo Arqueológico de Mazatlán,0.0,0.0,12901.0,8762.0,7864.0,4255.0,10977.0,5080.0,7235.0,4570.0,6747.0,4545.0,4911.0,6200.0,5978.0,7433.0,6926.0,6884.0,8635.0,21694.0,Total Visitantes
Sinaloa,Museo Arqueológico de Mazatlán,0.0,0.0,4806.0,6021.0,7453.0,3492.0,8025.0,4322.0,6173.0,3439.0,4786.0,3719.0,4185.0,5592.0,5372.0,6535.0,6218.0,5957.0,7864.0,20508.0,    Visitantes Nacionales
Sinaloa,Museo Arqueológico de Mazatlán,0.0,0.0,8095.0,2741.0,411.0,763.0,2952.0,758.0,1062.0,1131.0,1961.0,826.0,726.0,608.0,606.0,898.0,708.0,927.0,771.0,1186.0,    Visitantes Internacionales
Sonora,Total Estado,22239.0,21595.0,23919.0,29025.0,27040.0,28385.0,30794.0,30725.0,32422.0,27207.0,29325.0,18816.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Total Visitantes
Sonora,Total Estado,21600.0,21145.0,23511.0,28608.0,26578.0,27855.0,30174.0,29949.0,31971.0,26844.0,28986.0,18638.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,    Visitantes Nacionales
Sonora,Total Estado,639.0,450.0,408.0,417.0,462.0,530.0,620.0,776.0,451.0,363.0,339.0,178.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,    Visitantes Internacionales
Sonora,Museo Regional de Sonora,22239.0,21595.0,23919.0,29025.0,27040.0,28385.0,30794.0,30725.0,32422.0,27207.0,29325.0,18816.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Total Visitantes
Sonora,Museo Regional de Sonora,21600.0,21145.0,23511.0,28608.0,26578.0,27855.0,30174.0,29949.0,31971.0,26844.0,28986.0,18638.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,    Visitantes Nacionales
Sonora,Museo Regional de Sonora,639.0,450.0,408.0,417.0,462.0,530.0,620.0,776.0,451.0,363.0,339.0,178.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,    Visitantes Internacionales
Tabasco,Total Estado,7919.0,8995.0,8258.0,8664.0,9892.0,9131.0,9365.0,7355.0,9235.0,9555.0,9093.0,5049.0,3833.0,4721.0,6360.0,5478.0,7295.0,4257.0,5435.0,6059.0,Total Visitantes
Tabasco,Total Estado,7912.0,8991.0,8256.0,8653.0,9850.0,9118.0,9347.0,7355.0,9204.0,9542.0,9066.0,4122.0,3798.0,4721.0,6360.0,5312.0,7295.0,4257.0,5407.0,6048.0,    Visitantes Nacionales
Tabasco,Total Estado,7.0,4.0,2.0,11.0,42.0,13.0,18.0,0.0,31.0,13.0,27.0,927.0,35.0,0.0,0.0,166.0,0.0,0.0,28.0,11.0,    Visitantes Internacionales
Tabasco,Museo de Oxolotán,7919.0,8995.0,8258.0,8664.0,9892.0,9131.0,9365.0,7355.0,9235.0,9555.0,9093.0,5049.0,3833.0,4721.0,6360.0,5478.0,7295.0,4257.0,5435.0,6059.0,Total Visitantes
Tabasco,Museo de Oxolotán,7912.0,8991.0,8256.0,8653.0,9850.0,9118.0,9347.0,7355.0,9204.0,9542.0,9066.0,4122.0,3798.0,4721.0,6360.0,5312.0,7295.0,4257.0,5407.0,6048.0,    Visitantes Nacionales
Tabasco,Museo de Oxolotán,7.0,4.0,2.0,11.0,42.0,13.0,18.0,0.0,31.0,13.0,27.0,927.0,35.0,0.0,0.0,166.0,0.0,0.0,28.0,11.0,    Visitantes Internacionales
Tamaulipas,Total Estado,8741.0,9084.0,7207.0,21952.0,59938.0,53140.0,34168.0,23469.0,15508.0,14920.0,9720.0,10201.0,17805.0,14083.0,11122.0,17948.0,13345.0,10095.0,10584.0,7371.0,Total Visitantes
Tamaulipas,Total Estado,8091.0,8166.0,6773.0,21444.0,58336.0,51403.0,32726.0,22968.0,15263.0,14673.0,9593.0,10112.0,17676.0,14008.0,11043.0,17863.0,13228.0,10028.0,10551.0,7300.0,    Visitantes Nacionales
Tamaulipas,Total Estado,650.0,918.0,434.0,508.0,1602.0,1737.0,1442.0,501.0,245.0,247.0,127.0,89.0,129.0,75.0,79.0,85.0,117.0,67.0,33.0,71.0,    Visitantes Internacionales
Tamaulipas,Museo de la Cultura Huasteca,8741.0,9084.0,7207.0,21952.0,59938.0,53140.0,34168.0,23469.0,15508.0,14920.0,9720.0,10201.0,17805.0,14083.0,11122.0,17948.0,13345.0,10095.0,10584.0,7371.0,Total Visitantes
Tamaulipas,Museo de la Cultura Huasteca,8091.0,8166.0,6773.0,21444.0,58336.0,51403.0,32726.0,22968.0,15263.0,14673.0,9593.0,10112.0,17676.0,14008.0,11043.0,17863.0,13228.0,10028.0,10551.0,7300.0,    Visitantes Nacionales
Tamaulipas,Museo de la Cultura Huasteca,650.0,918.0,434.0,508.0,1602.0,1737.0,1442.0,501.0,245.0,247.0,127.0,89.0,129.0,75.0,79.0,85.0,117.0,67.0,33.0,71.0,    Visitantes Internacionales
Tlaxcala,Total Estado,30844.0,29592.0,26608.0,24159.0,22359.0,28456.0,27956.0,26787.0,24218.0,22745.0,22209.0,24537.0,9673.0,0.0,6573.0,26155.0,24202.0,24794.0,24890.0,27198.0,Total Visitantes
Tlaxcala,Total Estado,30067.0,28601.0,25868.0,23412.0,21753.0,27488.0,26731.0,26479.0,24034.0,22517.0,21930.0,24338.0,9613.0,0.0,6518.0,26083.0,24070.0,24639.0,24659.0,27038.0,    Visitantes Nacionales
Tlaxcala,Total Estado,777.0,991.0,740.0,747.0,606.0,968.0,1225.0,308.0,184.0,228.0,279.0,199.0,60.0,0.0,55.0,72.0,132.0,155.0,231.0,160.0,    Visitantes Internacionales
Tlaxcala,Museo Regional de Tlaxcala,30844.0,29592.0,26608.0,24159.0,22359.0,28456.0,27956.0,26787.0,24218.0,22745.0,22209.0,24537.0,9673.0,0.0,6573.0,26155.0,24202.0,24794.0,24890.0,27198.0,Total Visitantes
Tlaxcala,Museo Regional de Tlaxcala,30067.0,28601.0,25868.0,23412.0,21753.0,27488.0,26731.0,26479.0,24034.0,22517.0,21930.0,24338.0,9613.0,0.0,6518.0,26083.0,24070.0,24639.0,24659.0,27038.0,    Visitantes Nacionales
Tlaxcala,Museo Regional de Tlaxcala,777.0,991.0,740.0,747.0,606.0,968.0,1225.0,308.0,184.0,228.0,279.0,199.0,60.0,0.0,55.0,72.0,132.0,155.0,231.0,160.0,    Visitantes Internacionales
Veracruz,Total Estado,207026.0,240906.0,195193.0,182310.0,205970.0,392268.0,310831.0,351078.0,274859.0,282770.0,248652.0,286509.0,244270.0,279285.0,285103.0,320337.0,295276.0,249630.0,276996.0,290122.0,Total Visitantes
Veracruz,Total Estado,198660.0,233671.0,188568.0,177509.0,197293.0,382617.0,300408.0,346278.0,270744.0,279708.0,247708.0,277021.0,243303.0,277524.0,283070.0,317761.0,292272.0,246811.0,273816.0,287237.0,    Visitantes Nacionales
Veracruz,Total Estado,8366.0,7235.0,6625.0,4801.0,8677.0,9651.0,10423.0,4800.0,4115.0,3062.0,944.0,9488.0,967.0,1761.0,2033.0,2576.0,3004.0,2819.0,3180.0,2885.0,    Visitantes Internacionales
Veracruz,Museo Baluarte de Santiago,33715.0,32530.0,23437.0,31573.0,20092.0,23076.0,24309.0,23548.0,23428.0,22939.0,22587.0,29698.0,18693.0,22730.0,27924.0,24637.0,16055.0,3808.0,0.0,0.0,Total Visitantes
Veracruz,Museo Baluarte de Santiago,31902.0,31116.0,22278.0,30210.0,18655.0,20305.0,22906.0,22734.0,22498.0,22259.0,21989.0,29523.0,18485.0,22356.0,27541.0,24472.0,15946.0,3792.0,0.0,0.0,    Visitantes Nacionales
Veracruz,Museo Baluarte de Santiago,1813.0,1414.0,1159.0,1363.0,1437.0,2771.0,1403.0,814.0,930.0,680.0,598.0,175.0,208.0,374.0,383.0,165.0,109.0,16.0,0.0,0.0,    Visitantes Internacionales
Veracruz,Museo de Sitio de El Zapotal,0.0,1409.0,1481.0,1424.0,1242.0,1858.0,0.0,2930.0,3009.0,2272.0,3211.0,2761.0,2539.0,2346.0,2057.0,1817.0,2351.0,2466.0,1689.0,1812.0,Total Visitantes
Veracruz,Museo de Sitio de El Zapotal,0.0,1273.0,1452.0,1316.0,1226.0,1816.0,0.0,2928.0,2900.0,2259.0,3174.0,2727.0,2512.0,2346.0,2057.0,1817.0,2351.0,2466.0,1689.0,1812.0,    Visitantes Nacionales
Veracruz,Museo de Sitio de El Zapotal,0.0,136.0,29.0,108.0,16.0,42.0,0.0,2.0,109.0,13.0,37.0,34.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,    Visitantes Internacionales
Veracruz,Museo de Sitio de Tres Zapotes con Z.A.,5279.0,4648.0,5942.0,5523.0,5644.0,4053.0,4239.0,2317.0,5319.0,4738.0,4637.0,5029.0,3839.0,3270.0,842.0,4037.0,3790.0,3455.0,4244.0,4233.0,Total Visitantes
Veracruz,Museo de Sitio de Tres Zapotes con Z.A.,4803.0,4282.0,5625.0,5220.0,5418.0,3834.0,4062.0,2240.0,5179.0,4619.0,4488.0,4887.0,3699.0,3206.0,831.0,3910.0,3705.0,3363.0,4136.0,4162.0,    Visitantes Nacionales
Veracruz,Museo de Sitio de Tres Zapotes con Z.A.,476.0,366.0,317.0,303.0,226.0,219.0,177.0,77.0,140.0,119.0,149.0,142.0,140.0,64.0,11.0,127.0,85.0,92.0,108.0,71.0,    Visitantes Internacionales
Veracruz,Museo del Fuerte de San Juan de Ulúa,158904.0,194956.0,156434.0,143790.0,177415.0,354508.0,272435.0,311703.0,234830.0,243363.0,209527.0,239665.0,209061.0,241761.0,245870.0,280735.0,265869.0,231692.0,264439.0,274583.0,Total Visitantes
Veracruz,Museo del Fuerte de San Juan de Ulúa,153492.0,190159.0,151791.0,140763.0,170478.0,348323.0,264105.0,308173.0,232231.0,241219.0,209473.0,230572.0,208490.0,240483.0,244263.0,278522.0,263129.0,229012.0,261471.0,271805.0,    Visitantes Nacionales
Veracruz,Museo del Fuerte de San Juan de Ulúa,5412.0,4797.0,4643.0,3027.0,6937.0,6185.0,8330.0,3530.0,2599.0,2144.0,54.0,9093.0,571.0,1278.0,1607.0,2213.0,2740.0,2680.0,2968.0,2778.0,    Visitantes Internacionales
Veracruz,Museo Local Tuxteco,9128.0,7363.0,7899.0,0.0,1577.0,8773.0,9848.0,7720.0,6258.0,6437.0,6164.0,5858.0,7229.0,6334.0,5441.0,5699.0,4059.0,4196.0,4158.0,6614.0,Total Visitantes
Veracruz,Museo Local Tuxteco,8463.0,6841.0,7422.0,0.0,1516.0,8339.0,9335.0,7394.0,6009.0,6399.0,6111.0,5845.0,7229.0,6289.0,5409.0,5628.0,3989.0,4165.0,4054.0,6578.0,    Visitantes Nacionales
Veracruz,Museo Local Tuxteco,665.0,522.0,477.0,0.0,61.0,434.0,513.0,326.0,249.0,38.0,53.0,13.0,0.0,45.0,32.0,71.0,70.0,31.0,104.0,36.0,    Visitantes Internacionales
Veracruz,Museo de Palmillas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2860.0,2015.0,3021.0,2526.0,3498.0,2909.0,2844.0,2969.0,3412.0,3152.0,4013.0,2466.0,2880.0,Total Visitantes
Veracruz,Museo de Palmillas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2809.0,1927.0,2953.0,2473.0,3467.0,2888.0,2844.0,2969.0,3412.0,3152.0,4013.0,2466.0,2880.0,    Visitantes Nacionales
Veracruz,Museo de Palmillas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,88.0,68.0,53.0,31.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,    Visitantes Internacionales
Yucatán,Total Estado,108568.0,119541.0,53868.0,135589.0,160390.0,72616.0,74543.0,120211.0,136703.0,135478.0,148483.0,147746.0,101775.0,105310.0,68374.0,89138.0,112104.0,123292.0,109713.0,94006.0,Total Visitantes
Yucatán,Total Estado,84772.0,83228.0,40500.0,111174.0,128938.0,53681.0,57728.0,98481.0,111191.0,104697.0,119333.0,123083.0,84533.0,98256.0,61570.0,81990.0,104444.0,113230.0,99831.0,82202.0,    Visitantes Nacionales
Yucatán,Total Estado,23796.0,36313.0,13368.0,24415.0,31452.0,18935.0,16815.0,21730.0,25512.0,30781.0,29150.0,24663.0,17242.0,7054.0,6804.0,7148.0,7660.0,10062.0,9882.0,11804.0,    Visitantes Internacionales
Yucatán,"Museo Regional de Yucatán ""Palacio Cantón""",55206.0,64971.0,50555.0,52568.0,64860.0,68491.0,71463.0,116541.0,133463.0,130338.0,140592.0,140878.0,96238.0,98171.0,62795.0,86322.0,110734.0,120478.0,108640.0,90336.0,Total Visitantes
Yucatán,"Museo Regional de Yucatán ""Palacio Cantón""",40590.0,35789.0,37414.0,36884.0,47107.0,49783.0,54819.0,95156.0,108215.0,99772.0,112065.0,116702.0,79444.0,91775.0,56254.0,79279.0,103115.0,110646.0,98932.0,78770.0,    Visitantes Nacionales
Yucatán,"Museo Regional de Yucatán ""Palacio Cantón""",14616.0,29182.0,13141.0,15684.0,17753.0,18708.0,16644.0,21385.0,25248.0,30566.0,28527.0,24176.0,16794.0,6396.0,6541.0,7043.0,7619.0,9832.0,9708.0,11566.0,    Visitantes Internacionales
Yucatán,"Pinacoteca del Estado ""Juan Gamboa Guzmán""",53362.0,54570.0,3313.0,83021.0,95530.0,4125.0,3080.0,3670.0,3240.0,5140.0,7891.0,6868.0,5537.0,7139.0,5579.0,2816.0,1370.0,2814.0,1073.0,3670.0,Total Visitantes
Yucatán,"Pinacoteca del Estado ""Juan Gamboa Guzmán""",44182.0,47439.0,3086.0,74290.0,81831.0,3898.0,2909.0,3325.0,2976.0,4925.0,7268.0,6381.0,5089.0,6481.0,5316.0,2711.0,1329.0,2584.0,899.0,3432.0,    Visitantes Nacionales
Yucatán,"Pinacoteca del Estado ""Juan Gamboa Guzmán""",9180.0,7131.0,227.0,8731.0,13699.0,227.0,171.0,345.0,264.0,215.0,623.0,487.0,448.0,658.0,263.0,105.0,41.0,230.0,174.0,238.0,    Visitantes Internacionales
Zacatecas,Total Estado,123794.0,117698.0,97755.0,93219.0,80853.0,92607.0,73605.0,56928.0,53308.0,47767.0,46438.0,35179.0,44636.0,46335.0,37348.0,41476.0,44883.0,54253.0,43621.0,48240.0,Total Visitantes
Zacatecas,Total Estado,120700.0,114972.0,95462.0,90505.0,78570.0,87940.0,71390.0,55387.0,52231.0,47062.0,45928.0,34976.0,44294.0,46012.0,36866.0,41080.0,44291.0,53555.0,43014.0,47611.0,    Visitantes Nacionales
Zacatecas,Total Estado,3094.0,2726.0,2293.0,2714.0,2283.0,4667.0,2215.0,1541.0,1077.0,705.0,510.0,203.0,342.0,323.0,482.0,396.0,592.0,698.0,607.0,629.0,    Visitantes Internacionales
Zacatecas,Museo de Guadalupe,123794.0,117698.0,97755.0,93219.0,80853.0,92607.0,73605.0,56928.0,53308.0,47767.0,46438.0,35179.0,44636.0,46335.0,37348.0,41476.0,44883.0,54253.0,43621.0,48240.0,Total Visitantes
Zacatecas,Museo de Guadalupe,120700.0,114972.0,95462.0,90505.0,78570.0,87940.0,71390.0,55387.0,52231.0,47062.0,45928.0,34976.0,44294.0,46012.0,36866.0,41080.0,44291.0,53555.0,43014.0,47611.0,    Visitantes Nacionales
Zacatecas,Museo de Guadalupe,3094.0,2726.0,2293.0,2714.0,2283.0,4667.0,2215.0,1541.0,1077.0,705.0,510.0,203.0,342.0,323.0,482.0,396.0,592.0,698.0,607.0,629.0,    Visitantes Internacionales
